,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.1111111108999991,-1.111111108999999,-1.1111111108999991,-1.111111108999999,-1.1111110899999987,-10.111111108999994
2,-1.1111089999999988,-1.1110899999999988,-1.1111089999999988,-1.1110899999999988,-1.1108999999999989,-10.111089999999988
3,-1.111111108999999,-1.1111110899999987,-1.111111108999999,-1.1111110899999987,-1.1111108999999995,-10.111111089999993
4,-1.1111111111111103,-1.1111111111111103,-1.1111111111111103,-1.1111111111111103,-10.105399161101735,-10.096360021894478
5,0.0,0.0,0.0,0.0,0.0,0.0
6,-1.1111111111111103,-1.1111111111111103,-1.1111111111111103,-1.1111111111111103,-10.103253401191806,-10.104753349096795
7,-1.1111111111108993,-1.1111111111110428,-1.1111111111108993,-1.11111111111101,-10.001888725435672,-10.097813692164715
8,-1.1111110899999987,-1.1111111079363174,-1.1111111085954575,-1.111111106788679,-10.088578938254638,-9.976409635144519
9,-1.1111111111089986,-1.1111111111106804,-1.111111111110766,-1.1111111111105734,-10.092890393047957,-10.039465756362883
10,0.0,0.0,0.0,0.0,0.0,0.0
11,-1.1111111110899994,-1.1111111111064629,-1.1111111111068543,-1.1111111111068905,-10.09634237115627,-10.086029906989149
12,-1.1111111111110892,-1.1111111111111063,-1.1111111111110892,-1.1111111111111052,-10.076802259192256,-10.10595883971719
13,-1.1111111111089986,-1.111111111110271,-1.1111111111089986,-1.1111111111104497,-10.07675803779726,-10.0687511648753
14,-1.1111111111110892,-1.111111111111107,-1.1111111111110892,-1.111111111111102,-10.090880481913016,-10.058846350961014
15,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.8999999999999995,0.9999999999999984,-0.8999999999999995,0.9999999999999984,-7.999999999999996,19.99999999999999
17,-1.1111108999999995,-1.1111110899999987,-1.1111108999999995,-1.1111110899999987,-10.111111089999993,-1.111111108999999
18,-1.1089999999999987,-1.1108999999999989,-1.11108999999993,-1.1108999999999989,-10.110899999999988,-1.1110899999999988
19,-1.1111089999999988,-1.1111108999999995,-1.1111089999999988,-1.1111108999999995,-10.111110899999995,-1.1111110899999987
20,0.0,0.0,0.0,0.0,0.0,0.0
21,-1.1111111110899994,-1.1111111108999991,-1.1111111108999991,-1.111111108999999,-10.11111111089986,-10.111111110899987
22,-1.1111108999999995,-1.1111089999999988,-1.1111089999999988,-1.1110899999999988,-10.111108999999958,-10.111108999999997
23,-1.1111111108999991,-1.111111108999999,-1.111111108999999,-1.1111110899999987,-10.111111108998971,-10.111111108999994
24,-1.111111111111108,-1.1111111111111103,-1.1111111111111103,-1.1111111111111103,-10.092862257969802,-10.105969490281897
25,0.0,0.0,0.0,0.0,0.0,0.0
26,-1.111111111111108,-1.1111111111111103,-1.1111111111111103,-1.1111111111111103,-10.106941714382964,-10.08610540073295
27,-1.1111111111089986,-1.111111111110686,-1.111111111110603,-1.1111111111107963,-10.08841575942117,-10.096294511040696
28,-1.111111108999999,-1.1111111104064975,-1.1111111102952487,-1.111111108999999,-10.05287150151193,-10.073014670794649
29,-1.1111111111108993,-1.111111111111038,-1.11111111111099,-1.1111111111108993,-10.046548418666402,-10.046477042557138
30,0.0,0.0,0.0,0.0,0.0,0.0
31,-1.1111111111089986,-1.1111111111102847,-1.1111111111100467,-1.1111111111089986,-10.099148096266422,-10.08026057101367
32,-1.1111111111108993,-1.1111111111110652,-1.111111111111062,-1.111111111111087,-10.102367406360226,-10.097817796846035
33,-1.1111111110899994,-1.1111111111066798,-1.1111111111058405,-1.1111111111073406,-10.083293663277294,-10.022717155706093
34,-1.1111111111108993,-1.1111111111110172,-1.1111111111110432,-1.111111111111094,-10.097836738511083,-10.097787528744446
35,0.0,0.0,0.0,0.0,0.0,0.0
36,-1.089699484299461,-0.8998101142038486,-0.8994639597091938,0.9999999999999984,-9.889518933415566,-9.898250358509996
37,-1.1111089999999988,-1.111110779557096,-1.111110791073548,-1.1111109236409669,-10.01272284685082,-10.080180501924952
38,-1.1108999999997256,-1.1109991054226862,-1.111042141809822,-1.1108999999997347,-9.634095282321034,-9.723448371109601
39,-1.1110899999999988,-1.1111070525821332,-1.1111040038388418,-1.1111103577144044,-9.944751343979338,-10.046390122775826
40,0.0,0.0,0.0,0.0,0.0,0.0
41,-1.1111111111110892,-1.1111111111111056,-1.111111111111107,-1.111111111111107,-10.104055898780118,-10.08331898707755
42,-1.1111111108999991,-1.1111111110718592,-1.1111111110757805,-1.1111111110599903,-10.094725329923987,-10.086118051453298
43,-1.1111111111108993,-1.1111111111110423,-1.1111111111110445,-1.1111111111110699,-10.09636280986718,-10.058853818888558
44,-1.1111111111089986,-1.1111111110899994,-1.1111111108999991,-1.1111111110899994,-10.111111109897715,-10.111111111065824
45,0.0,0.0,0.0,0.0,0.0,0.0
46,-1.1111111111089986,-1.1111111110899994,-1.1111111108999991,-1.1111111110899994,-10.111111111081577,-10.111111110786842
47,-1.111111108999999,-1.1111110899999987,-1.1111108999999995,-1.1111110899999987,-10.11111108977895,-10.111111089536822
